City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Fethiye,36.6217,29.1164,58.87,86,100,11.48,TR,2022-02-02 02:43:57
296,Leningradskiy,69.3833,178.4167,-10.68,94,35,11.01,RU,2022-02-02 02:41:28
297,Mapastepec,15.4333,-92.9,72.77,85,4,3.18,MX,2022-02-02 02:43:58
298,Shingu,33.7333,135.9833,49.19,37,7,8.12,JP,2022-02-02 02:43:58
299,Krasnoselkup,65.7,82.4667,-16.11,100,93,3.51,RU,2022-02-02 02:43:58
300,Mesyagutovo,55.5303,58.2528,19.8,96,100,6.26,RU,2022-02-02 02:43:59
301,Amberieu-En-Bugey,45.9589,5.3432,41.61,97,100,3.09,FR,2022-02-02 02:44:00
302,Cibitoke,-2.8833,29.25,61.09,85,100,2.98,BI,2022-02-02 02:44:00
303,Hay River,60.8156,-115.7999,-22.02,69,20,3.44,CA,2022-02-02 02:44:01
304,Inyonga,-6.7167,32.0667,61.99,94,100,2.13,TZ,2022-02-02 02:44:01
305,Marrakesh,31.6315,-8.0083,50.07,50,99,2.3,MA,2022-02-02 02:40:23
306,Genhe,50.7833,121.5167,0.86,75,94,3.87,CN,2022-02-02 02:44:02
307,Ardrishaig,56.0157,-5.4481,49.89,98,100,2.86,GB,2022-02-02 02:44:03
308,The Pas,53.8251,-101.2541,-12.98,77,0,11.5,CA,2022-02-02 02:44:04
309,Vardo,70.3705,31.1107,29.43,65,100,16.08,NO,2022-02-02 02:44:04
310,Tucuman,-26.8241,-65.2226,82.4,44,52,12.66,AR,2022-02-02 02:44:05
311,Touros,-5.1989,-35.4608,77.9,79,45,8.39,BR,2022-02-02 02:44:05
312,Navalgund,15.5667,75.3667,72.5,31,22,2.3,IN,2022-02-02 02:44:06
313,Grindavik,63.8424,-22.4338,32.47,100,100,18.41,IS,2022-02-02 02:43:59
314,Luderitz,-26.6481,15.1594,63.5,92,59,8.16,NA,2022-02-02 02:44:07
315,Kolpashevo,58.3131,82.9089,12.69,97,99,6.44,RU,2022-02-02 02:44:07
316,Pedreira,-22.7419,-46.9014,72.57,92,100,2.39,BR,2022-02-02 02:44:08
317,Mao,39.8885,4.2658,52.36,87,20,13.8,ES,2022-02-02 02:44:08
318,Svobodnyy,51.4,128.1333,2.07,76,6,10.27,RU,2022-02-02 02:44:09
319,Fortuna,40.5982,-124.1573,47.93,80,100,1.01,US,2022-02-02 02:45:10
320,Cap-Aux-Meules,47.3821,-61.8597,15.82,73,100,3.44,CA,2022-02-02 02:40:20
321,Tromso,69.6496,18.957,21.22,63,0,10.36,NO,2022-02-02 02:45:11
322,Bilibino,68.0546,166.4372,5.59,59,100,6.53,RU,2022-02-02 02:45:11
323,Nizhniy Chir,48.3597,43.0865,32.59,97,100,9.57,RU,2022-02-02 02:45:12
324,Lund,55.7058,13.1932,40.91,84,100,9.13,SE,2022-02-02 02:45:13
325,Dromolaxia,34.8761,33.586,59.67,72,40,9.22,CY,2022-02-02 02:45:13
326,Havre-Saint-Pierre,50.2334,-63.5986,8.6,77,100,9.22,CA,2022-02-02 02:45:14
327,Vargashi,55.3556,65.8467,16.02,85,99,13.02,RU,2022-02-02 02:45:14
328,Poso,-1.3959,120.7524,85.41,57,99,2.91,ID,2022-02-02 02:45:14
329,Tiangua,-3.7322,-40.9917,65.91,95,100,1.19,BR,2022-02-02 02:45:15
330,Marzuq,14.4,46.4667,60.53,67,82,1.63,YE,2022-02-02 02:45:15
331,Kokkola,63.8385,23.1307,11.93,87,75,1.14,FI,2022-02-02 02:45:16
332,Kolokani,13.5728,-8.0339,65.3,14,2,9.42,ML,2022-02-02 02:45:17
333,Takhtamygda,54.1,123.5667,1.02,59,20,6.78,RU,2022-02-02 02:45:17
334,Baker City,44.7749,-117.8344,25.59,91,100,0.0,US,2022-02-02 02:45:17
335,Chernyshevskiy,63.0128,112.4714,-24.12,95,30,1.83,RU,2022-02-02 02:45:18
336,Senneterre,48.3835,-77.2328,28.62,88,100,17.78,CA,2022-02-02 02:45:19
337,Braco Do Norte,-28.275,-49.1656,69.96,99,82,0.58,BR,2022-02-02 02:45:19
338,Mayya,61.7333,130.2811,-20.69,93,100,6.58,RU,2022-02-02 02:45:20
339,Kruisfontein,-34.0033,24.7314,70.88,70,100,2.21,ZA,2022-02-02 02:45:21
340,Sarkand,45.41,79.9186,16.75,65,53,6.64,KZ,2022-02-02 02:45:21
341,Mhasla,18.1333,73.1167,71.58,48,1,2.35,IN,2022-02-02 02:45:22
342,Zeya,53.75,127.2667,3.56,54,34,3.13,RU,2022-02-02 02:45:22
343,Pudozh,61.8099,36.5345,14.07,96,100,3.42,RU,2022-02-02 02:45:23
344,Dingle,10.9995,122.6711,83.62,68,100,12.73,PH,2022-02-02 02:45:23
345,Iacu,-12.7672,-40.2117,71.47,88,0,1.97,BR,2022-02-02 02:45:24
346,Naze,28.3667,129.4833,56.32,73,100,13.15,JP,2022-02-02 02:45:24
347,Batu,-7.87,112.5283,73.94,54,26,0.92,ID,2022-02-02 02:45:25
348,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.4,97,100,3.24,BR,2022-02-02 02:45:25
349,Kaitangata,-46.2817,169.8464,80.2,51,94,8.52,NZ,2022-02-02 02:42:40
350,Ocampo,21.65,-101.5,52.59,33,0,8.34,MX,2022-02-02 02:45:26
351,Mortka,59.3322,66.0214,17.58,93,100,9.46,RU,2022-02-02 02:45:27
352,Yumen,40.2833,97.2,21.11,27,9,7.94,CN,2022-02-02 02:45:27
353,Japura,-0.3167,102.35,81.46,79,93,2.17,ID,2022-02-02 02:45:28
354,Pyapon,16.2833,95.6833,74.73,40,37,5.17,MM,2022-02-02 02:45:28
355,Shahr-E Babak,30.1165,55.1186,36.43,67,0,3.78,IR,2022-02-02 02:45:29
356,Plymouth,41.8334,-70.8328,35.83,86,100,4.61,US,2022-02-02 02:41:29
357,Fremont,37.5483,-121.9886,59.13,38,0,1.99,US,2022-02-02 02:45:02
358,Kapoeta,4.7717,33.5903,82.26,26,100,3.71,SS,2022-02-02 02:42:56
359,Lubango,-14.9172,13.4925,57.83,47,100,1.39,AO,2022-02-02 02:45:30
360,Ust-Omchug,61.15,149.6333,-5.87,92,87,7.52,RU,2022-02-02 02:45:30
361,Pemangkat,1.1667,108.9667,82.6,72,74,6.22,ID,2022-02-02 02:45:31
362,Pangian,6.4628,125.5453,80.83,73,63,7.61,PH,2022-02-02 02:45:31
363,Grootfontein,-19.5667,18.1167,64.36,85,100,14.56,NA,2022-02-02 02:45:32
364,Itoman,26.1247,127.6694,65.17,88,75,4.61,JP,2022-02-02 02:46:32
365,Inta,66.0317,60.1659,2.8,84,98,8.57,RU,2022-02-02 02:45:28
366,Roela,59.1667,26.5926,4.62,100,99,2.17,EE,2022-02-02 02:46:33
367,Borogontsy,62.6683,131.1683,-20.85,92,100,3.31,RU,2022-02-02 02:46:34
368,Aripuana,-9.1667,-60.6333,71.65,99,91,0.85,BR,2022-02-02 02:46:34
369,Pipri,19.8,75.5333,70.02,29,8,2.19,IN,2022-02-02 02:46:35
370,Filadelfia,39.9523,-75.1638,32.95,81,40,1.01,US,2022-02-02 02:45:37
371,Chuy,-33.6971,-53.4616,62.06,77,0,6.67,UY,2022-02-02 02:46:35
372,Kudahuvadhoo,2.6708,72.8944,82.29,77,2,14.88,MV,2022-02-02 02:46:36
373,Loanda,-8.8368,13.2343,75.2,83,40,4.61,AO,2022-02-02 02:42:24
374,Lakes Entrance,-37.8811,147.981,66.16,52,70,15.68,AU,2022-02-02 02:46:37
375,Tomatlan,19.9333,-105.25,63.64,77,0,2.46,MX,2022-02-02 02:46:37
376,Youghal,51.95,-7.8506,50.68,92,44,9.4,IE,2022-02-02 02:46:38
377,Fare,-16.7,-151.0167,81.09,73,1,19.64,PF,2022-02-02 02:46:38
378,Olawa,50.9466,17.2926,42.4,90,100,22.32,PL,2022-02-02 02:46:39
379,Verkhnevilyuysk,63.4453,120.3167,-25.62,97,94,6.35,RU,2022-02-02 02:46:39
380,Araouane,18.9048,-3.5265,65.48,20,63,11.97,ML,2022-02-02 02:46:40
381,Moron,-34.6534,-58.6198,76.89,75,1,5.93,AR,2022-02-02 02:46:40
382,Vanimo,-2.6741,141.3028,82.0,78,82,4.41,PG,2022-02-02 02:46:41
383,Evensk,61.95,159.2333,20.79,77,100,22.53,RU,2022-02-02 02:46:42
384,Kumluca,36.3703,30.2869,49.68,83,100,6.06,TR,2022-02-02 02:46:42
385,Toamasina,-18.1667,49.3833,75.2,94,40,6.91,MG,2022-02-02 02:46:43
386,Torbay,47.6666,-52.7314,17.76,69,0,16.11,CA,2022-02-02 02:46:24
387,Santa Maria,-29.6842,-53.8069,72.7,88,0,4.61,BR,2022-02-02 02:46:22
388,Nyazepetrovsk,56.0531,59.6028,20.73,95,100,4.0,RU,2022-02-02 02:46:43
389,Bandarbeyla,9.4942,50.8122,74.75,77,13,15.35,SO,2022-02-02 02:46:44
390,Kasongo-Lunda,-6.4667,16.8167,69.62,96,99,0.6,CD,2022-02-02 02:46:44
391,Limulunga,-15.0969,23.1376,64.13,89,100,4.03,ZM,2022-02-02 02:46:45
392,Sitka,57.0531,-135.33,30.09,80,100,19.57,US,2022-02-02 02:46:46
393,Mongo,12.1844,18.693,61.39,21,25,4.14,TD,2022-02-02 02:46:46
394,Muzhi,65.3667,64.6667,-23.01,100,99,1.14,RU,2022-02-02 02:46:47
395,Klerksdorp,-26.8521,26.6667,63.5,69,15,6.67,ZA,2022-02-02 02:46:47
396,Riyadh,24.6877,46.7219,48.34,46,0,10.02,SA,2022-02-02 02:42:51
397,Alofi,-19.0595,-169.9187,78.69,83,75,3.44,NU,2022-02-02 02:46:48
398,Gizo,-8.103,156.8419,83.97,74,95,10.42,SB,2022-02-02 02:46:48
399,Merauke,-8.4667,140.3333,76.37,85,100,3.42,ID,2022-02-02 02:46:49
400,Jiaxing,30.7522,120.75,37.42,94,100,7.54,CN,2022-02-02 02:46:49
401,San Andres,12.5847,-81.7006,80.62,74,20,9.22,CO,2022-02-02 02:46:50
402,Inhambane,-23.865,35.3833,71.58,100,20,0.0,MZ,2022-02-02 02:46:51
403,Berekum,7.4534,-2.584,66.99,18,62,3.06,GH,2022-02-02 02:46:51
404,Muravlenko,63.7898,74.523,-19.86,100,98,5.48,RU,2022-02-02 02:46:52
405,Acari,-15.4311,-74.6158,72.91,79,14,3.58,PE,2022-02-02 02:46:52
406,Nobeoka,32.5833,131.6667,41.76,34,100,1.9,JP,2022-02-02 02:46:52
407,Salalah,17.0151,54.0924,64.49,52,0,6.91,OM,2022-02-02 02:46:53
408,Kalmunai,7.4167,81.8167,75.92,72,5,2.8,LK,2022-02-02 02:46:54
409,Hambantota,6.1241,81.1185,73.74,94,20,5.75,LK,2022-02-02 02:46:54
410,Shubarkuduk,49.1447,56.4872,20.44,90,100,7.09,KZ,2022-02-02 02:46:55
411,Cravo Norte,6.3017,-70.2041,83.17,37,65,5.61,CO,2022-02-02 02:46:56
412,Chiknayakanhalli,13.4172,76.6228,71.02,55,12,5.53,IN,2022-02-02 02:47:56
413,Alappuzha,9.49,76.3264,76.91,77,67,4.76,IN,2022-02-02 02:47:57
414,San Ramon De La Nueva Oran,-23.1322,-64.326,80.38,61,39,3.89,AR,2022-02-02 02:47:57
415,Oxford,51.7522,-1.256,50.77,92,75,1.99,GB,2022-02-02 02:46:20
416,Oussouye,12.485,-16.5469,74.71,43,2,5.19,SN,2022-02-02 02:47:58
417,Alyangula,-13.8483,136.4192,89.47,62,100,14.97,AU,2022-02-02 02:47:59
418,Gorahun,7.4661,-11.2375,70.12,99,72,1.61,SL,2022-02-02 02:47:59
419,Sorong,-0.8833,131.25,82.08,71,100,2.46,ID,2022-02-02 02:48:00
420,Plettenberg Bay,-34.0527,23.3716,73.26,85,100,1.68,ZA,2022-02-02 02:48:00
421,Narwar,25.65,77.9,60.31,58,0,1.81,IN,2022-02-02 02:48:01
422,Kushima,31.4583,131.2333,46.44,37,100,4.32,JP,2022-02-02 02:48:01
423,Great Yarmouth,52.6083,1.7305,50.22,79,100,18.39,GB,2022-02-02 02:48:02
424,Porto,41.1496,-8.611,56.71,54,0,13.8,PT,2022-02-02 02:43:28
425,Oistins,13.0667,-59.5333,78.89,78,40,14.97,BB,2022-02-02 02:48:03
426,Mariental,-24.6333,17.9667,72.03,67,91,6.76,NA,2022-02-02 02:48:03
427,Deputatskiy,69.3,139.9,-14.19,98,100,1.3,RU,2022-02-02 02:44:08
428,Machinga,-15.1685,35.3,65.89,96,3,1.72,MW,2022-02-02 02:48:04
429,Calhoun,42.2506,-85.0005,43.11,82,100,4.61,US,2022-02-02 02:46:34
430,Yashan,22.1975,109.9419,51.6,92,100,8.43,CN,2022-02-02 02:48:04
431,Nantucket,41.2835,-70.0995,37.96,74,100,9.22,US,2022-02-02 02:44:28
432,Nago,26.5881,127.9761,65.25,63,85,10.54,JP,2022-02-02 02:48:05
433,La Seyne-Sur-Mer,43.0982,5.8847,58.95,66,2,13.0,FR,2022-02-02 02:43:51
434,Port-Gentil,-0.7193,8.7815,81.12,75,98,10.98,GA,2022-02-02 02:44:05
435,Tiznit,29.5833,-9.5,62.87,30,83,2.51,MA,2022-02-02 02:48:06
436,Harper,4.375,-7.7169,78.1,81,100,3.13,LR,2022-02-02 02:48:06
437,Kollam,8.8833,76.6,80.47,72,4,5.97,IN,2022-02-02 02:48:07
438,Nichinan,31.6,131.3667,46.08,43,100,2.73,JP,2022-02-02 02:48:08
439,Vao,-22.6667,167.4833,78.42,84,92,19.3,NC,2022-02-02 02:48:08
440,Saint Anthony,45.0205,-93.218,7.93,70,0,5.01,US,2022-02-02 02:44:06
441,Thunder Bay,48.4001,-89.3168,9.55,58,20,20.71,CA,2022-02-02 02:45:09
442,Talikota,16.4833,76.3167,73.13,31,2,4.29,IN,2022-02-02 02:44:10
443,Mahabad,36.7631,45.7222,19.76,78,29,6.55,IR,2022-02-02 02:48:09
444,Saint-Pierre,-21.3393,55.4781,82.04,89,100,33.38,RE,2022-02-02 02:47:43
445,Mendi,-6.1761,143.6513,57.94,89,100,1.92,PG,2022-02-02 02:48:10
446,Hellvik,59.9156,5.781,38.77,89,96,4.0,NO,2022-02-02 02:48:10
447,Namatanai,-3.6667,152.4333,83.26,69,94,7.47,PG,2022-02-02 02:48:11
448,Livramento,-3.0254,-60.1803,81.27,94,20,1.14,BR,2022-02-02 02:48:12
449,Aklavik,68.2191,-135.0107,-15.77,100,96,4.27,CA,2022-02-02 02:48:12
450,Copiapo,-27.3667,-70.3333,66.24,66,0,0.85,CL,2022-02-02 02:48:12
451,Gonzalez,30.5816,-87.2914,61.83,65,0,3.0,US,2022-02-02 02:48:13
452,Vila Velha,-20.3297,-40.2925,72.95,95,100,5.75,BR,2022-02-02 02:48:13
453,Kupang,-10.1667,123.5833,83.37,74,27,15.17,ID,2022-02-02 02:48:14
454,Twentynine Palms,34.1356,-116.0542,58.86,24,53,1.99,US,2022-02-02 02:48:15
455,Disna,55.568,28.1971,19.6,96,98,5.79,BY,2022-02-02 02:48:15
456,Ancud,-41.8697,-73.8203,59.23,93,100,3.67,CL,2022-02-02 02:46:39
457,Kindu,-2.95,25.95,70.65,86,100,1.88,CD,2022-02-02 02:48:16
458,Gat,31.61,34.7642,53.91,100,0,3.44,IL,2022-02-02 02:48:16
459,Saint George,37.1041,-113.5841,43.39,24,0,1.99,US,2022-02-02 02:49:17
460,Ambunti,-4.2365,142.8448,79.92,82,100,1.99,PG,2022-02-02 02:49:17
461,Narsaq,60.9167,-46.05,14.22,81,14,4.5,GL,2022-02-02 02:49:18
462,Dakar,14.6937,-17.4441,74.28,43,85,15.05,SN,2022-02-02 02:49:18
463,Ciudad Bolivar,8.1222,-63.5497,80.35,64,61,14.03,VE,2022-02-02 02:49:19
464,Coahuayana,18.7333,-103.6833,69.06,70,0,2.1,MX,2022-02-02 02:45:22
465,Montes Altos,-5.8333,-47.0667,71.91,94,75,2.75,BR,2022-02-02 02:49:20
466,Haines Junction,60.7522,-137.5108,-5.57,92,100,1.72,CA,2022-02-02 02:45:13
467,Sorland,67.667,12.6934,28.47,59,100,14.83,NO,2022-02-02 02:49:20
468,Gamba,-2.65,10.0,77.54,88,100,4.59,GA,2022-02-02 02:49:21
469,Hastings,50.8552,0.5729,50.99,86,96,14.61,GB,2022-02-02 02:47:47
470,Tocopilla,-22.092,-70.1979,68.77,70,2,5.95,CL,2022-02-02 02:49:22
471,Along,28.1667,94.7667,53.37,92,100,0.96,IN,2022-02-02 02:49:22
472,Soure,-0.7167,-48.5233,79.23,84,100,11.36,BR,2022-02-02 02:49:23
473,Kirkuk,35.4681,44.3922,42.69,72,12,5.28,IQ,2022-02-02 02:49:23
474,Tevaitoa,-16.7833,-151.5,81.03,77,7,19.82,PF,2022-02-02 02:49:24
475,Santiago De Cuba,20.0247,-75.8219,74.82,83,40,10.36,CU,2022-02-02 02:49:24
476,Hami,42.8,93.45,24.67,28,100,0.69,CN,2022-02-02 02:49:09
477,Nioro,13.35,-15.75,81.25,13,3,10.38,GM,2022-02-02 02:49:25
478,Peleduy,59.6289,112.7406,-1.84,94,99,5.3,RU,2022-02-02 02:49:26
479,Sinnamary,5.3833,-52.95,77.0,82,92,11.65,GF,2022-02-02 02:49:26
480,Nuuk,64.1835,-51.7216,9.21,72,100,3.44,GL,2022-02-02 02:49:27
481,Sur,22.5667,59.5289,71.91,66,13,6.76,OM,2022-02-02 02:46:45
482,Aleksandrov Gay,50.147,48.5704,26.11,96,100,9.04,RU,2022-02-02 02:49:28
483,Morant Bay,17.8815,-76.4093,78.42,84,10,9.31,JM,2022-02-02 02:49:28
484,Sakakah,29.9697,40.2064,40.57,55,0,7.63,SA,2022-02-02 02:49:29
485,Komsomolskiy,40.4272,71.7189,29.62,80,100,4.61,UZ,2022-02-02 02:49:29
486,Saint-Georges,12.0564,-61.7485,78.48,83,20,11.5,GD,2022-02-02 02:49:30
487,Yanliang,34.6592,109.2292,32.99,48,94,6.69,CN,2022-02-02 02:49:30
488,Bridlington,54.0831,-0.1919,48.88,88,100,9.91,GB,2022-02-02 02:49:30
489,Dalmau,26.0667,81.0333,58.01,65,0,2.06,IN,2022-02-02 02:49:31
490,Semirom,31.4167,51.5667,12.07,41,18,4.45,IR,2022-02-02 02:49:32
491,Sovetskiy,61.3614,63.5842,19.09,92,100,9.4,RU,2022-02-02 02:49:32
492,Tarakan,3.3,117.6333,85.5,70,40,9.22,ID,2022-02-02 02:49:33
493,Vilhena,-12.7406,-60.1458,66.49,97,57,2.26,BR,2022-02-02 02:49:33
494,Maniitsoq,65.4167,-52.9,7.23,79,100,8.46,GL,2022-02-02 02:49:34
495,Krasnoarmeysk,51.0239,45.6969,27.45,96,100,9.62,RU,2022-02-02 02:49:35
496,Vuktyl,63.8567,57.3094,15.15,93,100,8.14,RU,2022-02-02 02:49:35
497,Koygorodok,60.445,50.9968,26.02,96,100,6.29,RU,2022-02-02 02:49:36
498,Villa Bruzual,9.3328,-69.1208,75.88,60,28,6.8,VE,2022-02-02 02:49:37
499,Santa Fe,-31.6333,-60.7,83.01,62,20,1.99,AR,2022-02-02 02:49:13
500,Atar,20.5169,-13.0499,73.27,13,77,10.96,MR,2022-02-02 02:49:37
501,Bud,39.447,-86.1758,53.69,62,100,13.06,US,2022-02-02 02:49:38
502,Monte Patria,-30.6919,-70.9467,68.27,68,4,3.2,CL,2022-02-02 02:45:45
503,Yarmolyntsi,49.1924,26.8373,22.75,94,100,10.67,UA,2022-02-02 02:50:39
504,Tuy Hoa,13.0833,109.3,76.53,84,68,11.14,VN,2022-02-02 02:50:39
505,Gushi,34.6425,109.5843,38.52,43,86,7.4,CN,2022-02-02 02:50:39
506,Matara,5.9485,80.5353,77.0,68,19,10.67,LK,2022-02-02 02:50:40
507,Esna,25.2934,32.554,44.62,69,0,1.25,EG,2022-02-02 02:50:41
508,Shakhovskaya,56.0283,35.5097,15.44,93,100,9.42,RU,2022-02-02 02:50:42
509,Padang,-0.9492,100.3543,82.45,75,100,2.62,ID,2022-02-02 02:50:04
510,Santa Lucia,27.9117,-15.5407,64.76,35,20,3.44,ES,2022-02-02 02:50:43
511,Isabela,6.7085,121.9711,87.85,65,97,7.11,PH,2022-02-02 02:50:43
512,Jasper,37.2001,-94.3502,51.35,91,100,8.01,US,2022-02-02 02:50:44
513,Port-Cartier,50.0334,-66.8654,1.74,92,100,2.51,CA,2022-02-02 02:50:44
514,Pankrushikha,53.8319,80.3406,16.07,96,100,5.3,RU,2022-02-02 02:50:45
515,Devonport,-41.1667,146.35,67.98,42,33,12.1,AU,2022-02-02 02:50:45
516,Srednekolymsk,67.45,153.6833,-8.54,89,100,10.49,RU,2022-02-02 02:48:16
517,Xam Nua,20.4197,104.0439,61.3,78,92,2.62,LA,2022-02-02 02:50:46
518,Pangnirtung,66.1451,-65.7125,-18.85,81,82,6.42,CA,2022-02-02 02:50:46
519,Northam,51.0333,-4.2167,49.6,90,100,16.04,GB,2022-02-02 02:49:12
520,Tabou,4.423,-7.3528,77.5,82,100,2.21,CI,2022-02-02 02:50:47
521,Sayyan,15.1718,44.3244,50.0,45,43,5.64,YE,2022-02-02 02:50:48
522,Laguna,38.421,-121.4238,57.09,33,0,8.01,US,2022-02-02 02:50:48
523,Maarianhamina,60.0973,19.9348,21.06,86,100,4.61,AX,2022-02-02 02:50:49
524,Half Moon Bay,37.4636,-122.4286,59.07,42,20,4.0,US,2022-02-02 02:50:49
525,Coihaique,-45.5752,-72.0662,58.95,51,0,9.22,CL,2022-02-02 02:49:22
526,Bozeman,45.6796,-111.0386,15.91,84,100,4.0,US,2022-02-02 02:46:54
527,Dudinka,69.4058,86.1778,2.62,93,99,12.12,RU,2022-02-02 02:50:50
528,Leiyang,26.4024,112.8591,37.4,96,100,7.49,CN,2022-02-02 02:50:51
529,Kodinsk,58.6881,99.1844,-4.67,99,73,2.62,RU,2022-02-02 02:46:25
530,Lubao,14.9167,120.55,86.02,54,17,13.53,PH,2022-02-02 02:50:51
531,Pathein,16.7833,94.7333,76.8,43,81,8.43,MM,2022-02-02 02:50:52
532,Miramar,25.9873,-80.2323,70.02,61,20,12.66,US,2022-02-02 02:50:53
533,Nenjiang,49.1833,125.2167,3.92,82,78,4.92,CN,2022-02-02 02:50:53
534,Leh,34.1667,77.5833,-1.5,74,95,2.64,IN,2022-02-02 02:50:54
535,Cabedelo,-6.9811,-34.8339,77.67,77,16,9.01,BR,2022-02-02 02:50:54
536,Kisangani,0.5167,25.2,69.71,83,92,2.3,CD,2022-02-02 02:50:55
537,Ocala,29.1872,-82.1401,58.73,74,13,1.01,US,2022-02-02 02:49:49
538,Makariv,50.4641,29.8113,23.09,92,75,7.67,UA,2022-02-02 02:50:55
539,Chalus,36.655,51.4204,40.46,70,0,0.0,IR,2022-02-02 02:50:56
540,Campbell River,50.0163,-125.2446,36.93,100,20,2.3,CA,2022-02-02 02:50:56
541,Tahta,26.7693,31.5021,46.72,50,49,2.33,EG,2022-02-02 02:50:57
542,Lere,10.387,8.5726,58.37,22,0,4.63,NG,2022-02-02 02:50:57
543,Mildura,-34.2,142.15,71.08,28,0,13.8,AU,2022-02-02 02:50:58
544,Roald,62.5833,6.1333,37.54,70,75,13.8,NO,2022-02-02 02:50:59
545,Tchibanga,-2.85,11.0333,71.85,93,99,1.39,GA,2022-02-02 02:50:59
546,Panguna,-6.3164,155.4848,79.7,68,64,4.23,PG,2022-02-02 02:51:00
547,Kurilsk,45.2333,147.8833,24.71,85,98,19.57,RU,2022-02-02 02:51:00
548,Casablanca,33.5928,-7.6192,53.62,60,1,6.55,MA,2022-02-02 02:48:16
549,Lincoln,40.8,-96.667,26.17,45,100,3.0,US,2022-02-02 02:49:20
550,Carbonia,39.1672,8.5222,46.99,79,22,16.42,IT,2022-02-02 02:51:01
551,Murgab,37.4966,61.9714,44.47,65,75,11.5,TM,2022-02-02 02:51:02
552,Panjab,34.388,67.0233,16.75,96,100,2.35,AF,2022-02-02 02:52:02
553,Aksha,50.2814,113.2867,2.05,77,78,6.85,RU,2022-02-02 02:52:03
554,Akonolinga,3.7667,12.25,68.72,82,100,2.15,CM,2022-02-02 02:52:03
555,Polunochnoye,60.8697,60.4153,12.4,97,100,1.59,RU,2022-02-02 02:52:04
556,Innisfail,-17.5333,146.0333,86.07,70,100,8.61,AU,2022-02-02 02:52:04
557,Caldwell,43.6629,-116.6874,32.14,73,100,0.0,US,2022-02-02 02:50:38
